filename	start_time	end_time
Video2019/FARALLON3/FARALLON3_20190503_105754_first.jpg	2019-05-03 10:57:00	2019-05-03 11:08:00
Video2019/FARALLON3/FARALLON3_20190503_130002_first.jpg	2019-05-03 11:12:00	2019-05-03 13:00:00
Video2019/FARALLON3/FARALLON3_20190503_133002_first.jpg	2019-05-03 13:00:00	2019-05-03 13:30:00
Video2019/FARALLON3/FARALLON3_20190503_140002_first.jpg	2019-05-03 13:30:00	2019-05-03 14:00:00
Video2019/FARALLON3/FARALLON3_20190503_141244_first.jpg	2019-05-03 14:00:00	2019-05-03 14:30:00
Video2019/FARALLON3/FARALLON3_20190503_143002_first.jpg	2019-05-03 14:30:00	2019-05-03 15:00:00
Video2019/FARALLON3/FARALLON3_20190503_150002_first.jpg	2019-05-03 15:00:00	2019-05-03 15:15:00
Video2019/FARALLON3/FARALLON3_20190503_151541_first.jpg	2019-05-03 15:15:00	2019-05-03 15:45:00
Video2019/FARALLON3/FARALLON3_20190503_154541_first.jpg	2019-05-03 15:45:00	2019-05-03 16:15:00
Video2019/FARALLON3/FARALLON3_20190503_161541_first.jpg	2019-05-03 16:15:00	2019-05-03 16:45:00
Video2019/FARALLON3/FARALLON3_20190503_164541_first.jpg	2019-05-03 16:45:00	2019-05-03 17:15:00
Video2019/FARALLON3/FARALLON3_20190503_171541_first.jpg	2019-05-03 17:15:00	2019-05-03 17:31:00
Video2019/FARALLON3/FARALLON3_20190503_173123_first.jpg	2019-05-03 17:31:00	2019-05-03 18:01:00
Video2019/FARALLON3/FARALLON3_20190503_180123_first.jpg	2019-05-03 18:01:00	2019-05-03 18:31:00
Video2019/FARALLON3/FARALLON3_20190503_183123_first.jpg	2019-05-03 18:31:00	2019-05-03 19:01:00
Video2019/FARALLON3/FARALLON3_20190503_190123_first.jpg	2019-05-03 19:01:00	2019-05-03 19:31:00
Video2019/FARALLON3/FARALLON3_20190503_193123_first.jpg	2019-05-03 19:31:00	2019-05-03 19:47:00
Video2019/FARALLON3/FARALLON3_20190503_194706_first.jpg	2019-05-03 19:47:00	2019-05-03 20:17:00
Video2019/FARALLON3/FARALLON3_20190503_201706_first.jpg	2019-05-03 20:17:00	2019-05-03 20:47:00
Video2019/FARALLON3/FARALLON3_20190503_204706_first.jpg	2019-05-03 20:47:00	2019-05-03 21:17:00
Video2019/FARALLON3/FARALLON3_20190503_211706_first.jpg	2019-05-03 21:17:00	2019-05-03 21:47:00
Video2019/FARALLON3/FARALLON3_20190503_214706_first.jpg	2019-05-03 21:47:00	2019-05-03 22:02:00
Video2019/FARALLON3/FARALLON3_20190503_220251_first.jpg	2019-05-03 22:02:00	2019-05-03 22:32:00
Video2019/FARALLON3/FARALLON3_20190503_223251_first.jpg	2019-05-03 22:32:00	2019-05-03 23:02:00
Video2019/FARALLON3/FARALLON3_20190503_230251_first.jpg	2019-05-03 23:02:00	2019-05-03 23:32:00
Video2019/FARALLON3/FARALLON3_20190503_233251_first.jpg	2019-05-03 23:32:00	2019-05-04 00:02:00
Video2019/FARALLON3/FARALLON3_20190504_000251_first.jpg	2019-05-04 00:02:00	2019-05-04 00:18:00
Video2019/FARALLON3/FARALLON3_20190504_001836_first.jpg	2019-05-04 00:18:00	2019-05-04 00:48:00
Video2019/FARALLON3/FARALLON3_20190504_004836_first.jpg	2019-05-04 00:48:00	2019-05-04 01:18:00
Video2019/FARALLON3/FARALLON3_20190504_011836_first.jpg	2019-05-04 01:18:00	2019-05-04 01:48:00
Video2019/FARALLON3/FARALLON3_20190504_014836_first.jpg	2019-05-04 01:48:00	2019-05-04 02:18:00
Video2019/FARALLON3/FARALLON3_20190504_021836_first.jpg	2019-05-04 02:18:00	2019-05-04 02:34:00
Video2019/FARALLON3/FARALLON3_20190504_023422_first.jpg	2019-05-04 02:34:00	2019-05-04 03:04:00
Video2019/FARALLON3/FARALLON3_20190504_030422_first.jpg	2019-05-04 03:04:00	2019-05-04 03:34:00
Video2019/FARALLON3/FARALLON3_20190504_033422_first.jpg	2019-05-04 03:34:00	2019-05-04 04:04:00
Video2019/FARALLON3/FARALLON3_20190504_040422_first.jpg	2019-05-04 04:04:00	2019-05-04 04:34:00
Video2019/FARALLON3/FARALLON3_20190504_043422_first.jpg	2019-05-04 04:34:00	2019-05-04 04:50:00
Video2019/FARALLON3/FARALLON3_20190504_045009_first.jpg	2019-05-04 04:50:00	2019-05-04 05:20:00
Video2019/FARALLON3/FARALLON3_20190504_052009_first.jpg	2019-05-04 05:20:00	2019-05-04 05:50:00
Video2019/FARALLON3/FARALLON3_20190504_055009_first.jpg	2019-05-04 05:50:00	2019-05-04 06:23:00
Video2019/FARALLON3/FARALLON3_20190504_062351_first.jpg	2019-05-04 05:53:00	2019-05-04 06:23:00
Video2019/FARALLON3/FARALLON3_20190504_065351_first.jpg	2019-05-04 06:23:00	2019-05-04 06:53:00
Video2019/FARALLON3/FARALLON3_20190504_072351_first.jpg	2019-05-04 06:23:00	2019-05-04 06:53:00
Video2019/FARALLON3/FARALLON3_20190504_073941_first.jpg	2019-05-04 06:53:00	2019-05-04 07:23:00
Video2019/FARALLON3/FARALLON3_20190504_075351_first.jpg	2019-05-04 07:23:00	2019-05-04 07:39:00
Video2019/FARALLON3/FARALLON3_20190504_080941_first.jpg	2019-05-04 07:39:00	2019-05-04 08:09:00
Video2019/FARALLON3/FARALLON3_20190504_082351_first.jpg	2019-05-04 08:09:00	2019-05-04 08:39:00
Video2019/FARALLON3/FARALLON3_20190504_083941_first.jpg	2019-05-04 08:39:00	2019-05-04 09:09:00
Video2019/FARALLON3/FARALLON3_20190504_090941_first.jpg	2019-05-04 09:09:00	2019-05-04 09:39:00
Video2019/FARALLON3/FARALLON3_20190504_093941_first.jpg	2019-05-04 09:39:00	2019-05-04 09:55:00
Video2019/FARALLON3/FARALLON3_20190504_095525_first.jpg	2019-05-04 09:55:00	2019-05-04 10:25:00
Video2019/FARALLON3/FARALLON3_20190504_102525_first.jpg	2019-05-04 10:25:00	2019-05-04 10:55:00
Video2019/FARALLON3/FARALLON3_20190504_105525_first.jpg	2019-05-04 10:55:00	2019-05-04 11:25:00
Video2019/FARALLON3/FARALLON3_20190504_112525_first.jpg	2019-05-04 11:25:00	2019-05-04 11:55:00
Video2019/FARALLON3/FARALLON3_20190504_115525_first.jpg	2019-05-04 11:55:00	2019-05-04 12:11:00
Video2019/FARALLON3/FARALLON3_20190504_121110_first.jpg	2019-05-04 12:11:00	2019-05-04 12:41:00
Video2019/FARALLON3/FARALLON3_20190504_124110_first.jpg	2019-05-04 12:41:00	2019-05-04 13:11:00
Video2019/FARALLON3/FARALLON3_20190504_131110_first.jpg	2019-05-04 13:11:00	2019-05-04 13:41:00
Video2019/FARALLON3/FARALLON3_20190504_134110_first.jpg	2019-05-04 13:41:00	2019-05-04 14:11:00
Video2019/FARALLON3/FARALLON3_20190504_141110_first.jpg	2019-05-04 14:11:00	2019-05-04 14:26:00
Video2019/FARALLON3/FARALLON3_20190504_142653_first.jpg	2019-05-04 14:26:00	2019-05-04 14:56:00
Video2019/FARALLON3/FARALLON3_20190504_145653_first.jpg	2019-05-04 14:56:00	2019-05-04 15:26:00
Video2019/FARALLON3/FARALLON3_20190504_152653_first.jpg	2019-05-04 15:26:00	2019-05-04 15:56:00
Video2019/FARALLON3/FARALLON3_20190504_155653_first.jpg	2019-05-04 15:56:00	2019-05-04 16:26:00
Video2019/FARALLON3/FARALLON3_20190504_162653_first.jpg	2019-05-04 16:26:00	2019-05-04 16:42:00
Video2019/FARALLON3/FARALLON3_20190504_164230_first.jpg	2019-05-04 16:42:00	2019-05-04 17:12:00
Video2019/FARALLON3/FARALLON3_20190504_171230_first.jpg	2019-05-04 17:12:00	2019-05-04 17:42:00
Video2019/FARALLON3/FARALLON3_20190504_174230_first.jpg	2019-05-04 17:42:00	2019-05-04 18:12:00
Video2019/FARALLON3/FARALLON3_20190504_181230_first.jpg	2019-05-04 18:12:00	2019-05-04 18:42:00
Video2019/FARALLON3/FARALLON3_20190504_184230_first.jpg	2019-05-04 18:42:00	2019-05-04 18:58:00
Video2019/FARALLON3/FARALLON3_20190504_185812_first.jpg	2019-05-04 18:58:00	2019-05-04 19:28:00
Video2019/FARALLON3/FARALLON3_20190504_192812_first.jpg	2019-05-04 19:28:00	2019-05-04 19:58:00
Video2019/FARALLON3/FARALLON3_20190504_195812_first.jpg	2019-05-04 19:58:00	2019-05-04 20:28:00
Video2019/FARALLON3/FARALLON3_20190504_202812_first.jpg	2019-05-04 20:28:00	2019-05-04 20:58:00
Video2019/FARALLON3/FARALLON3_20190504_205812_first.jpg	2019-05-04 20:58:00	2019-05-04 21:13:00
Video2019/FARALLON3/FARALLON3_20190504_211355_first.jpg	2019-05-04 21:13:00	2019-05-04 21:43:00
Video2019/FARALLON3/FARALLON3_20190504_214355_first.jpg	2019-05-04 21:43:00	2019-05-04 22:13:00
Video2019/FARALLON3/FARALLON3_20190504_221355_first.jpg	2019-05-04 22:13:00	2019-05-04 22:43:00
Video2019/FARALLON3/FARALLON3_20190504_224355_first.jpg	2019-05-04 22:43:00	2019-05-04 23:13:00
Video2019/FARALLON3/FARALLON3_20190504_231355_first.jpg	2019-05-04 23:13:00	2019-05-04 23:29:00
Video2019/FARALLON3/FARALLON3_20190504_232941_first.jpg	2019-05-04 23:29:00	2019-05-04 23:59:00
Video2019/FARALLON3/FARALLON3_20190504_235941_first.jpg	2019-05-04 23:59:00	2019-05-05 00:29:00
Video2019/FARALLON3/FARALLON3_20190505_002941_first.jpg	2019-05-05 00:29:00	2019-05-05 00:59:00
Video2019/FARALLON3/FARALLON3_20190505_005941_first.jpg	2019-05-05 00:59:00	2019-05-05 01:29:00
Video2019/FARALLON3/FARALLON3_20190505_012941_first.jpg	2019-05-05 01:29:00	2019-05-05 01:45:00
Video2019/FARALLON3/FARALLON3_20190505_014527_first.jpg	2019-05-05 01:45:00	2019-05-05 02:15:00
Video2019/FARALLON3/FARALLON3_20190505_021527_first.jpg	2019-05-05 02:15:00	2019-05-05 02:45:00
Video2019/FARALLON3/FARALLON3_20190505_024527_first.jpg	2019-05-05 02:45:00	2019-05-05 03:15:00
Video2019/FARALLON3/FARALLON3_20190505_031527_first.jpg	2019-05-05 03:15:00	2019-05-05 03:45:00
Video2019/FARALLON3/FARALLON3_20190505_034527_first.jpg	2019-05-05 03:45:00	2019-05-05 04:01:00
Video2019/FARALLON3/FARALLON3_20190505_040111_first.jpg	2019-05-05 04:01:00	2019-05-05 04:31:00
Video2019/FARALLON3/FARALLON3_20190505_043111_first.jpg	2019-05-05 04:31:00	2019-05-05 05:01:00
Video2019/FARALLON3/FARALLON3_20190505_050111_first.jpg	2019-05-05 05:01:00	2019-05-05 05:31:00
Video2019/FARALLON3/FARALLON3_20190505_053111_first.jpg	2019-05-05 05:31:00	2019-05-05 06:01:00
Video2019/FARALLON3/FARALLON3_20190505_060111_first.jpg	2019-05-05 06:01:00	2019-05-05 06:17:00
Video2019/FARALLON3/FARALLON3_20190505_061700_first.jpg	2019-05-05 06:17:00	2019-05-05 06:47:00
Video2019/FARALLON3/FARALLON3_20190505_064700_first.jpg	2019-05-05 06:47:00	2019-05-05 07:17:00
Video2019/FARALLON3/FARALLON3_20190505_071700_first.jpg	2019-05-05 07:17:00	2019-05-05 07:46:00
Video2019/FARALLON3/FARALLON3_20190505_074700_first.jpg	2019-05-05 07:47:00	2019-05-05 08:17:00
Video2019/FARALLON3/FARALLON3_20190505_081700_first.jpg	2019-05-05 08:17:00	2019-05-05 08:32:00
Video2019/FARALLON3/FARALLON3_20190505_083244_first.jpg	2019-05-05 08:32:00	2019-05-05 09:02:00
Video2019/FARALLON3/FARALLON3_20190505_090244_first.jpg	2019-05-05 09:02:00	2019-05-05 09:32:00
Video2019/FARALLON3/FARALLON3_20190505_093244_first.jpg	2019-05-05 09:32:00	2019-05-05 10:02:00
Video2019/FARALLON3/FARALLON3_20190505_100244_first.jpg	2019-05-05 10:02:00	2019-05-05 10:32:00
Video2019/FARALLON3/FARALLON3_20190505_103244_first.jpg	2019-05-05 10:32:00	2019-05-05 10:48:00
Video2019/FARALLON3/FARALLON3_20190505_104828_first.jpg	2019-05-05 10:48:00	2019-05-05 11:18:00
Video2019/FARALLON3/FARALLON3_20190505_111828_first.jpg	2019-05-05 11:18:00	2019-05-05 11:48:00
Video2019/FARALLON3/FARALLON3_20190505_114828_first.jpg	2019-05-05 11:48:00	2019-05-05 12:18:00
Video2019/FARALLON3/FARALLON3_20190505_121828_first.jpg	2019-05-05 12:18:00	2019-05-05 12:48:00
Video2019/FARALLON3/FARALLON3_20190505_124828_first.jpg	2019-05-05 12:48:00	2019-05-05 13:04:00
Video2019/FARALLON3/FARALLON3_20190505_130413_first.jpg	2019-05-05 13:04:00	2019-05-05 13:34:00
Video2019/FARALLON3/FARALLON3_20190505_133413_first.jpg	2019-05-05 13:34:00	2019-05-05 14:04:00
Video2019/FARALLON3/FARALLON3_20190505_140413_first.jpg	2019-05-05 14:04:00	2019-05-05 14:34:00
Video2019/FARALLON3/FARALLON3_20190505_143413_first.jpg	2019-05-05 14:34:00	2019-05-05 15:04:00
Video2019/FARALLON3/FARALLON3_20190505_150413_first.jpg	2019-05-05 15:04:00	2019-05-05 15:19:00
Video2019/FARALLON3/FARALLON3_20190505_151958_first.jpg	2019-05-05 15:19:00	2019-05-05 15:49:00
Video2019/FARALLON3/FARALLON3_20190505_154958_first.jpg	2019-05-05 15:49:00	2019-05-05 16:19:00
Video2019/FARALLON3/FARALLON3_20190505_161958_first.jpg	2019-05-05 16:19:00	2019-05-05 16:49:00
Video2019/FARALLON3/FARALLON3_20190505_164958_first.jpg	2019-05-05 16:49:00	2019-05-05 17:19:00
Video2019/FARALLON3/FARALLON3_20190505_171958_first.jpg	2019-05-05 17:19:00	2019-05-05 17:35:00
Video2019/FARALLON3/FARALLON3_20190505_173543_first.jpg	2019-05-05 17:35:00	2019-05-05 18:05:00
Video2019/FARALLON3/FARALLON3_20190505_180543_first.jpg	2019-05-05 18:05:00	2019-05-05 18:35:00
Video2019/FARALLON3/FARALLON3_20190505_183543_first.jpg	2019-05-05 18:35:00	2019-05-05 19:05:00
Video2019/FARALLON3/FARALLON3_20190505_190543_first.jpg	2019-05-05 19:05:00	2019-05-05 19:35:00
Video2019/FARALLON3/FARALLON3_20190505_193543_first.jpg	2019-05-05 19:35:00	2019-05-05 19:51:00
